symbol,tier,sector,reported_date,report_time,earnings_source,reported_eps,estimated_eps,surprise_percentage,day0_date,day0_close,pre_earnings_momentum_pct,drift_5d_pct,drift_10d_pct,spy_drift_5d_pct,spy_drift_10d_pct,abnormal_drift_5d_pct,abnormal_drift_10d_pct,drift_20d_pct,spy_drift_20d_pct,abnormal_drift_20d_pct,volume_spike_ratio,volatility_change_ratio
JBSS,small,Consumer,2006-09-07,post-market,yfinance,-0.69,-0.26,-165.38,2006-09-08,5.141299247741699,-18.37,-0.7,-0.1,1.29,0.91,-1.99,-1.01,3.4,3.63,-0.23,1.17,0.13
JBSS,small,Consumer,2006-12-15,post-market,yfinance,-0.27,-0.28,3.57,2006-12-18,5.907351970672607,-0.09,3.13,7.75,-0.26,-0.2,3.39,7.95,11.92,0.61,11.31,2.32,0.73
JBSS,small,Consumer,2007-02-02,post-market,yfinance,0.12,0.18,-33.33,2007-02-05,7.352058410644531,7.52,1.26,1.4,-0.97,0.82,2.23,0.58,2.59,-3.56,6.15,2.91,0.76
JBSS,small,Consumer,2007-05-08,post-market,yfinance,-0.58,0.01,-5900.0,2007-05-09,6.277527332305908,-8.88,-0.41,-4.67,0.29,0.85,-0.7,-5.52,-11.14,-1.36,-9.78,4.07,0.87
JBSS,small,Consumer,2014-10-23,post-market,yfinance,0.53,0.72,-26.39,2014-10-24,19.138839721679688,-4.98,11.93,10.06,2.66,3.52,9.27,6.54,17.11,5.22,11.89,2.85,1.0
JBSS,small,Consumer,2015-01-28,post-market,yfinance,0.75,0.69,8.7,2015-01-29,21.81859016418457,-13.72,1.84,2.8,2.04,3.43,-0.2,-0.63,1.56,4.29,-2.73,2.5,0.5
JBSS,small,Consumer,2015-04-27,post-market,yfinance,0.58,0.38,52.63,2015-04-28,30.8079891204834,8.35,-3.26,-3.4,-1.2,-0.69,-2.06,-2.71,0.64,0.6,0.04,3.2,1.78
JBSS,small,Consumer,2015-08-20,post-market,yfinance,0.75,0.73,2.74,2015-08-21,29.282848358154297,1.2,11.27,4.55,0.73,-2.65,10.54,7.2,11.87,-0.69,12.56,2.88,2.08
JBSS,small,Consumer,2015-10-26,post-market,yfinance,0.71,0.71,,2015-10-27,34.42647933959961,11.88,6.24,6.17,2.13,0.95,4.11,5.22,3.82,1.33,2.49,2.47,1.52
JBSS,small,Consumer,2016-01-28,post-market,yfinance,1.07,0.93,15.05,2016-01-29,37.095298767089844,17.65,0.08,6.95,-2.98,-3.66,3.06,10.61,16.02,-0.08,16.1,5.1,1.55
JBSS,small,Consumer,2016-04-26,post-market,yfinance,0.27,0.7,-61.43,2016-04-27,35.15983581542969,-8.98,-2.39,-0.16,-2.07,-1.36,-0.32,1.2,-14.28,-0.03,-14.25,4.65,0.69
JBSS,small,Consumer,2016-08-24,post-market,yfinance,0.64,0.65,-1.54,2016-08-25,33.80892562866211,12.49,-0.64,-1.18,-0.14,-2.03,-0.5,0.85,1.1,-0.79,1.89,6.26,2.73
JBSS,small,Consumer,2016-10-31,post-market,yfinance,0.9,0.94,-4.26,2016-11-01,40.02485656738281,21.6,4.21,8.19,1.47,3.45,2.74,4.74,7.95,4.44,3.51,8.89,1.52
JBSS,small,Consumer,2017-02-01,post-market,yfinance,1.13,1.19,-5.04,2017-02-02,43.303462982177734,-4.16,-2.44,-4.26,1.24,3.05,-3.68,-7.31,-2.32,4.68,-7.0,5.97,1.06
JBSS,small,Consumer,2017-05-03,post-market,yfinance,0.55,0.33,66.67,2017-05-04,44.70758056640625,-9.92,-2.11,-4.4,0.26,-0.83,-2.37,-3.57,-0.93,2.27,-3.2,3.44,1.17
JBSS,small,Consumer,2017-08-23,post-market,yfinance,0.63,0.79,-19.94,2017-08-24,45.15196228027344,1.84,-3.24,-0.61,1.43,1.06,-4.67,-1.67,-1.17,2.23,-3.4,4.59,1.13
JBSS,small,Consumer,2017-10-30,post-market,yfinance,0.91,0.84,8.33,2017-10-31,41.42802047729492,-13.09,-5.51,-0.99,0.59,0.23,-6.1,-1.22,3.94,2.16,1.78,9.44,2.12
JBSS,small,Consumer,2018-02-05,post-market,yfinance,0.68,1.11,-38.74,2018-02-06,40.400238037109375,-9.38,3.64,2.53,-1.16,0.34,4.8,2.19,3.38,1.36,2.02,2.92,0.99
JBSS,small,Consumer,2018-05-03,post-market,yfinance,0.75,0.7,7.91,2018-05-04,44.15937805175781,8.19,1.1,6.31,2.57,2.0,-1.47,4.31,10.62,3.34,7.28,4.7,1.98
JBSS,small,Consumer,2018-08-22,post-market,yfinance,0.49,0.82,-40.24,2018-08-23,52.926673889160156,-4.5,-0.91,0.76,1.58,0.63,-2.49,0.13,-1.44,2.17,-3.61,2.88,1.36
JBSS,small,Consumer,2018-10-30,post-market,yfinance,0.57,0.94,-39.36,2018-10-31,45.89598846435547,-11.74,2.76,0.38,3.84,-0.16,-1.08,0.54,-2.58,1.24,-3.82,3.68,0.69
JBSS,small,Consumer,2019-01-30,post-market,yfinance,0.98,1.0,-2.0,2019-01-31,49.673336029052734,8.13,-0.22,2.62,0.08,1.65,-0.3,0.97,0.69,3.89,-3.2,2.66,1.0
JBSS,small,Consumer,2019-05-01,post-market,yfinance,0.9,0.66,36.36,2019-05-02,59.88459014892578,16.58,-5.82,-4.81,-1.55,-1.2,-4.27,-3.61,-6.84,-5.46,-1.38,4.87,1.16
JBSS,small,Consumer,2019-08-21,post-market,yfinance,0.98,0.66,48.48,2019-08-22,66.41140747070312,9.69,5.21,7.32,0.08,1.95,5.13,5.37,6.44,2.02,4.42,5.79,1.3
JBSS,small,Consumer,2019-10-28,post-market,yfinance,1.12,0.91,23.08,2019-10-29,76.86808013916016,6.49,0.81,-1.68,1.26,1.91,-0.45,-3.59,-0.27,3.58,-3.85,2.02,1.25
JBSS,small,Consumer,2020-01-29,post-market,yfinance,1.52,1.12,35.71,2020-01-30,67.07242584228516,-0.43,-9.22,-9.01,1.92,2.86,-11.14,-11.87,-19.51,-9.59,-9.92,2.16,1.49
JBSS,small,Consumer,2020-04-29,post-market,yfinance,1.17,0.66,77.27,2020-04-30,63.172706604003906,-2.18,6.79,0.68,-0.96,-1.9,7.75,2.58,7.11,4.76,2.35,1.63,0.88
JBSS,small,Consumer,2020-08-19,post-market,yfinance,0.89,0.91,-2.2,2020-08-20,65.35196685791016,-9.27,-1.19,-2.85,2.97,2.1,-4.16,-4.95,-7.4,-2.26,-5.14,1.78,1.21
JBSS,small,Consumer,2020-10-26,post-market,yfinance,1.11,1.01,9.9,2020-10-27,59.686588287353516,-1.15,0.59,2.05,-0.65,4.68,1.24,-2.63,2.17,7.39,-5.22,0.99,2.24
JBSS,small,Consumer,2021-01-27,post-market,yfinance,1.72,1.43,20.28,2021-01-28,66.30419158935547,5.34,3.79,12.68,2.27,3.46,1.52,9.22,7.25,0.72,6.53,1.78,1.24
JBSS,small,Consumer,2021-04-28,post-market,yfinance,1.27,1.18,7.63,2021-04-29,73.64777374267578,-2.89,1.74,3.84,-0.24,-2.33,1.98,6.17,2.75,-0.18,2.93,1.15,1.63
JBSS,small,Consumer,2021-08-18,post-market,yfinance,1.07,1.15,-6.96,2021-08-19,73.2619857788086,-1.96,-1.95,-1.0,1.46,3.03,-3.41,-4.03,-5.37,0.35,-5.72,1.58,2.3
JBSS,small,Consumer,2021-10-25,post-market,yfinance,1.51,1.39,8.7,2021-10-26,72.23336029052734,2.21,0.11,2.82,1.3,2.5,-1.19,0.32,0.73,2.68,-1.95,2.16,1.2
JBSS,small,Consumer,2022-01-27,post-market,yfinance,1.14,1.41,-19.15,2022-01-28,67.03923034667969,-8.3,0.84,3.12,1.53,-0.34,-0.69,3.46,0.84,-1.2,2.04,1.29,0.8
JBSS,small,Consumer,2022-04-27,post-market,yfinance,1.02,0.99,3.03,2022-04-28,67.05622863769531,-8.49,-7.04,-6.2,-3.27,-8.29,-3.77,2.09,-5.45,-5.26,-0.19,2.97,1.29
JBSS,small,Consumer,2023-02-01,post-market,yfinance,1.45,1.33,9.02,2023-02-02,81.69695281982422,13.57,-1.99,-0.55,-2.32,-2.04,0.33,1.49,-1.25,-3.02,1.77,1.91,0.76
JBSS,small,Consumer,2023-05-02,post-market,yfinance,1.35,1.31,3.05,2023-05-03,100.59514617919922,9.96,0.3,-0.93,1.18,1.77,-0.88,-2.7,2.11,3.38,-1.27,3.49,1.38
JBSS,small,Consumer,2025-10-29,post-market,yfinance,1.59,1.28,23.93,2025-10-30,66.39413452148438,11.86,-0.82,-1.06,-1.4,-1.15,0.58,0.09,5.91,0.52,5.39,4.44,4.2
JBSS,small,Consumer,2026-01-29,post-market,yfinance,1.53,1.36,12.67,2026-01-30,79.41487121582031,9.72,-2.83,-0.96,-0.2,-1.48,-2.63,0.52,2.37,-0.81,3.18,3.25,0.9
JBSS,small,Consumer,2026-04-29,post-market,yfinance,1.43,1.16,23.7,2026-04-30,81.79000091552734,2.31,-4.51,-8.61,1.8,4.11,-6.31,-12.72,-8.41,5.26,-13.67,1.51,1.06
JPM,large,Financials,2006-10-18,pre-market,alpha_vantage,0.91,0.86,5.814,2006-10-18,47.21,-0.9,0.13,-0.59,1.29,0.2,-1.16,-0.79,0.51,2.51,-2.0,2.06,0.96
JPM,large,Financials,2007-01-17,pre-market,alpha_vantage,1.01,0.94,7.4468,2007-01-17,48.43,1.42,3.99,5.16,0.65,0.51,3.34,4.65,6.17,1.81,4.36,1.69,1.33
JPM,large,Financials,2007-04-18,pre-market,alpha_vantage,1.23,1.02,20.5882,2007-04-18,52.07,5.94,1.44,0.92,1.5,1.54,-0.06,-0.62,1.75,2.94,-1.19,3.17,0.78
JPM,large,Financials,2007-07-18,pre-market,alpha_vantage,1.2,1.08,11.1111,2007-07-18,48.74,1.27,-7.12,-8.95,-1.85,-5.2,-5.27,-3.75,-11.78,-8.69,-3.09,2.14,1.12
JPM,large,Financials,2007-10-17,pre-market,alpha_vantage,0.97,0.9,7.7778,2007-10-17,46.37,-1.15,-0.22,1.36,-1.8,0.26,1.58,1.1,-2.63,-4.27,1.64,2.03,1.36
JPM,large,Financials,2008-01-16,pre-market,alpha_vantage,0.86,0.91,-5.4945,2008-01-16,41.43,2.91,8.52,14.41,-1.45,0.28,9.97,14.13,2.85,-1.32,4.17,2.54,2.16
JPM,large,Financials,2008-04-16,pre-market,alpha_vantage,0.68,0.65,4.6154,2008-04-16,44.96,1.49,0.42,5.98,0.64,1.03,-0.22,4.95,2.11,2.86,-0.75,1.24,0.45
JPM,large,Financials,2008-07-17,pre-market,alpha_vantage,0.54,0.44,22.7273,2008-07-17,40.8,18.23,-4.07,-0.42,0.25,1.3,-4.32,-1.72,-7.33,3.47,-10.8,2.4,1.02
JPM,large,Financials,2008-10-15,pre-market,alpha_vantage,-0.06,-0.29,79.3103,2008-10-15,38.49,-2.06,-3.43,-7.22,0.69,3.4,-4.12,-10.62,-10.18,-4.67,-5.51,1.11,0.58
JPM,large,Financials,2009-01-15,pre-market,alpha_vantage,-0.28,0.01,-2900.0,2009-01-15,24.34,-10.58,-0.25,4.81,-1.53,-1.86,1.28,6.67,1.44,-1.94,3.38,3.16,2.62
JPM,large,Financials,2009-04-16,pre-market,alpha_vantage,0.4,0.3,33.3333,2009-04-16,33.24,21.18,-0.09,-0.72,-1.31,1.06,1.22,-1.78,6.92,3.4,3.52,1.18,0.6
JPM,large,Financials,2009-07-16,pre-market,alpha_vantage,0.28,0.06,366.6667,2009-07-16,36.13,7.47,5.59,6.48,4.89,5.97,0.7,0.51,18.74,9.09,9.65,1.27,0.44
JPM,large,Financials,2009-10-14,pre-market,alpha_vantage,0.82,0.53,54.717,2009-10-14,47.16,3.19,-5.32,-9.5,-0.99,-4.48,-4.33,-5.02,-6.02,0.77,-6.79,1.97,0.71
JPM,large,Financials,2010-01-15,pre-market,alpha_vantage,0.74,0.61,21.3115,2010-01-15,43.68,-2.24,-10.23,-9.27,-3.41,-4.03,-6.82,-5.24,-8.26,-3.43,-4.83,2.21,1.8
JPM,large,Financials,2010-04-14,pre-market,alpha_vantage,0.74,0.64,15.625,2010-04-14,47.73,5.32,-4.99,-8.95,-0.44,-1.49,-4.55,-7.46,-12.65,-3.09,-9.56,2.38,2.86
JPM,large,Financials,2010-07-15,pre-market,alpha_vantage,1.09,0.74,47.2973,2010-07-15,40.46,6.03,-2.74,-0.62,-0.2,0.56,-2.54,-1.18,-6.55,-0.96,-5.59,1.9,0.9
JPM,large,Financials,2010-10-13,pre-market,alpha_vantage,1.01,0.9,12.2222,2010-10-13,39.84,-0.15,-4.37,-5.77,-0.04,0.39,-4.33,-6.16,1.96,3.54,-1.58,2.04,1.33
JPM,large,Financials,2011-01-14,pre-market,alpha_vantage,1.12,1.01,10.8911,2011-01-14,44.91,2.91,0.24,0.07,-0.15,-0.48,0.39,0.55,3.63,3.19,0.44,2.62,0.96
JPM,large,Financials,2011-04-13,pre-market,alpha_vantage,1.28,1.16,10.3448,2011-04-13,46.25,-2.92,-3.65,-0.86,1.25,3.54,-4.9,-4.4,-4.67,2.75,-7.42,1.94,1.29
JPM,large,Financials,2011-07-14,pre-market,alpha_vantage,1.27,1.2,5.8333,2011-07-14,40.35,-2.35,4.81,0.82,2.72,-0.54,2.09,1.36,-9.07,-10.39,1.32,1.96,1.02
JPM,large,Financials,2011-10-13,pre-market,alpha_vantage,1.02,0.91,12.0879,2011-10-13,31.6,-2.41,4.84,17.15,0.95,6.74,3.89,10.41,3.61,3.16,0.45,1.57,0.93
JPM,large,Financials,2012-01-13,pre-market,alpha_vantage,0.9,0.91,-1.0989,2012-01-13,35.92,1.58,4.84,3.03,2.15,1.96,2.69,1.07,6.63,5.06,1.57,1.85,0.89
JPM,large,Financials,2012-04-13,pre-market,alpha_vantage,1.31,1.17,11.9658,2012-04-13,43.21,-2.55,-1.13,0.3,0.59,2.37,-1.72,-2.07,-14.46,-1.12,-13.34,1.7,0.7
JPM,large,Financials,2012-07-13,pre-market,alpha_vantage,1.21,0.82,47.561,2012-07-13,36.07,6.4,-6.02,2.27,0.53,2.16,-6.55,0.11,2.5,3.75,-1.25,1.91,0.91
JPM,large,Financials,2012-10-12,pre-market,alpha_vantage,1.4,1.23,13.8211,2012-10-12,41.62,-0.22,1.68,-1.11,0.35,-1.08,1.33,-0.03,-3.8,-3.57,-0.23,1.86,1.38
JPM,large,Financials,2013-01-16,pre-market,alpha_vantage,1.39,1.21,14.876,2013-01-16,46.82,2.97,-0.96,0.49,1.6,1.8,-2.56,-1.31,5.13,3.56,1.57,1.82,0.81
JPM,large,Financials,2013-04-12,pre-market,alpha_vantage,1.59,1.38,15.2174,2013-04-12,49.01,2.3,-3.63,-0.27,-2.09,-0.35,-1.54,0.08,-0.1,2.9,-3.0,1.53,1.3
JPM,large,Financials,2013-07-12,pre-market,alpha_vantage,1.6,1.45,10.3448,2013-07-12,54.97,1.82,2.16,1.96,0.99,0.96,1.17,1.0,-0.82,1.07,-1.89,1.54,0.57
JPM,large,Financials,2013-10-11,pre-market,alpha_vantage,1.42,1.28,10.9375,2013-10-11,52.51,-0.3,3.41,0.5,2.43,3.34,0.98,-2.84,2.76,4.13,-1.37,1.45,0.87
JPM,large,Financials,2014-01-14,pre-market,alpha_vantage,1.4,1.33,5.2632,2014-01-14,57.74,-0.99,-0.26,-3.83,0.34,-3.44,-0.6,-0.39,-0.38,-0.87,0.49,2.0,1.7
JPM,large,Financials,2014-04-11,pre-market,alpha_vantage,1.28,1.4,-8.5714,2014-04-11,55.3,-7.54,-0.49,0.34,3.05,2.96,-3.54,-2.62,-1.18,4.56,-5.74,2.36,0.52
JPM,large,Financials,2014-07-15,pre-market,alpha_vantage,1.46,1.3,12.3077,2014-07-15,58.27,4.5,0.69,0.63,0.49,-0.14,0.2,0.77,-3.3,-1.88,-1.42,2.71,0.96
JPM,large,Financials,2014-10-14,pre-market,alpha_vantage,1.62,1.38,17.3913,2014-10-14,57.99,-2.16,-0.1,2.83,3.39,5.71,-3.49,-2.88,5.83,8.78,-2.95,1.86,1.5
JPM,large,Financials,2015-01-14,pre-market,alpha_vantage,1.19,1.32,-9.8485,2015-01-14,56.81,-3.83,1.37,-2.01,2.61,0.56,-1.24,-2.57,4.86,4.01,0.85,2.97,1.29
JPM,large,Financials,2015-04-14,pre-market,alpha_vantage,1.45,1.41,2.8369,2015-04-14,63.04,3.6,-1.16,-0.44,0.05,0.93,-1.21,-1.37,3.68,0.23,3.45,2.4,1.13
JPM,large,Financials,2015-07-14,pre-market,alpha_vantage,1.54,1.44,6.9444,2015-07-14,69.04,3.35,0.09,-1.43,0.51,-0.64,-0.42,-0.79,-1.17,-0.95,-0.22,1.27,0.69
JPM,large,Financials,2015-10-13,post-market,alpha_vantage,1.32,1.37,-3.6496,2015-10-14,59.99,-3.44,3.45,9.18,1.28,4.85,2.17,4.33,12.27,4.24,8.03,1.79,1.01
JPM,large,Financials,2016-01-14,pre-market,alpha_vantage,1.32,1.26,4.7619,2016-01-14,58.2,-3.43,-2.15,2.23,-0.73,0.93,-1.42,1.3,-1.22,-2.76,1.54,1.76,1.18
JPM,large,Financials,2016-04-13,pre-market,alpha_vantage,1.35,1.26,7.1429,2016-04-13,61.79,5.07,3.97,3.75,1.01,0.65,2.96,3.1,0.03,-0.72,0.75,2.48,0.82
JPM,large,Financials,2016-07-14,pre-market,alpha_vantage,1.55,1.43,8.3916,2016-07-14,64.12,5.84,-0.67,-0.03,0.07,0.3,-0.74,-0.33,2.09,1.17,0.92,1.47,0.15
JPM,large,Financials,2016-10-14,pre-market,alpha_vantage,1.58,1.39,13.6691,2016-10-14,67.52,-0.87,1.44,2.35,0.4,-0.27,1.04,2.62,13.58,1.55,12.03,1.54,0.49
JPM,large,Financials,2017-01-13,pre-market,alpha_vantage,1.58,1.42,11.2676,2017-01-13,86.7,0.67,-3.45,-0.77,-0.4,0.22,-3.05,-0.99,1.67,2.52,-0.85,1.84,1.98
JPM,large,Financials,2017-04-13,pre-market,alpha_vantage,1.65,1.51,9.2715,2017-04-13,84.4,-2.41,0.14,3.08,0.89,2.4,-0.75,0.68,2.99,2.78,0.21,1.83,1.71
JPM,large,Financials,2017-07-14,pre-market,alpha_vantage,1.71,1.59,7.5472,2017-07-14,92.25,-1.7,-1.47,-1.05,0.54,0.55,-2.01,-1.6,-0.9,-0.59,-0.31,1.49,0.83
JPM,large,Financials,2017-10-12,pre-market,alpha_vantage,1.76,1.66,6.0241,2017-10-12,95.99,-1.13,2.21,5.99,0.45,0.38,1.76,5.61,1.71,1.39,0.32,1.54,1.1
JPM,large,Financials,2018-01-12,pre-market,alpha_vantage,1.76,1.69,4.142,2018-01-12,112.67,4.0,1.47,3.13,1.72,2.43,-0.25,0.7,-0.83,-4.53,3.7,1.43,0.72
JPM,large,Financials,2018-04-13,pre-market,alpha_vantage,2.26,2.29,-1.31,2018-04-13,110.3,1.11,1.06,-0.82,0.55,0.53,0.51,-1.35,3.23,2.9,0.33,2.4,0.44
JPM,large,Financials,2018-07-13,pre-market,alpha_vantage,2.29,2.22,3.1532,2018-07-13,106.36,2.21,4.63,9.09,0.03,0.65,4.6,8.44,8.81,1.28,7.53,1.49,1.24
JPM,large,Financials,2018-10-12,pre-market,alpha_vantage,2.34,2.26,3.5398,2018-10-12,106.95,-6.69,0.9,-3.3,0.11,-3.85,0.79,0.55,4.06,0.66,3.4,2.1,1.1
JPM,large,Financials,2019-02-26,pre-market,alpha_vantage,1.98,2.19,-9.589,2019-02-26,105.29,0.1,-1.12,-1.19,-0.11,0.06,-1.01,-1.25,-5.1,0.64,-5.74,1.31,0.58
JPM,large,Financials,2019-04-12,pre-market,alpha_vantage,2.65,2.35,12.766,2019-04-12,111.21,5.6,2.15,4.42,0.04,1.28,2.11,3.14,-1.58,-3.21,1.63,1.76,0.86
JPM,large,Financials,2019-07-16,pre-market,alpha_vantage,2.82,2.49,13.253,2019-07-16,115.12,1.56,1.08,0.41,0.08,0.31,1.0,0.1,-5.02,-2.41,-2.61,1.38,0.9
JPM,large,Financials,2019-10-15,pre-market,alpha_vantage,2.68,2.45,9.3878,2019-10-15,119.96,7.28,4.03,5.39,0.04,1.45,3.99,3.94,7.67,3.39,4.28,2.75,0.66
JPM,large,Financials,2020-01-14,pre-market,alpha_vantage,2.57,2.36,8.8983,2020-01-14,138.8,2.15,-1.53,-3.29,1.19,-0.25,-2.72,-3.04,-0.58,3.04,-3.62,2.39,1.41
JPM,large,Financials,2020-04-14,pre-market,alpha_vantage,2.89,2.2,31.3636,2020-04-14,95.5,6.75,-6.75,-0.22,-3.79,0.68,-2.96,-0.9,-8.87,1.01,-9.88,1.53,0.61
JPM,large,Financials,2020-07-14,pre-market,alpha_vantage,1.08,1.21,-10.7438,2020-07-14,98.21,6.38,1.22,-0.91,1.91,0.71,-0.69,-1.62,5.71,4.35,1.36,1.81,0.5
JPM,large,Financials,2020-10-13,pre-market,alpha_vantage,3.09,2.24,37.9464,2020-10-13,100.78,2.82,-0.41,-1.44,-1.93,-3.4,1.52,1.96,15.62,1.12,14.5,1.22,1.14
JPM,large,Financials,2021-01-15,pre-market,alpha_vantage,3.07,2.65,15.8491,2021-01-15,138.64,1.93,-4.7,-6.51,2.31,0.14,-7.01,-6.65,4.33,4.42,-0.09,1.86,0.74
JPM,large,Financials,2021-04-14,pre-market,alpha_vantage,4.59,3.06,50.0,2021-04-14,151.21,-2.4,-0.44,0.67,1.12,1.45,-1.56,-0.78,4.13,-1.47,5.6,1.15,1.0
JPM,large,Financials,2021-07-13,pre-market,alpha_vantage,3.78,3.17,19.2429,2021-07-13,155.65,1.46,-3.82,-2.7,-1.04,0.79,-2.78,-3.49,2.32,1.63,0.69,1.26,1.08
JPM,large,Financials,2021-10-13,pre-market,alpha_vantage,3.55,3.0,18.3333,2021-10-13,161.0,-4.75,6.11,4.24,3.96,4.31,2.15,-0.07,4.11,6.54,-2.43,1.86,0.84
JPM,large,Financials,2022-01-14,pre-market,alpha_vantage,3.33,3.03,9.901,2022-01-14,157.89,-5.55,-8.2,-5.88,-5.35,-3.19,-2.85,-2.69,-3.42,-5.53,2.11,3.2,1.24
JPM,large,Financials,2022-04-13,pre-market,alpha_vantage,2.63,2.71,-2.952,2022-04-13,127.3,-3.19,2.56,-3.11,-1.18,-3.5,3.74,0.39,-7.27,-11.5,4.23,2.25,1.09
JPM,large,Financials,2022-07-14,pre-market,alpha_vantage,2.76,2.9,-4.8276,2022-07-14,108.0,-5.86,6.78,6.31,5.53,7.45,1.25,-1.14,11.24,11.13,0.11,2.05,1.23
JPM,large,Financials,2022-10-14,pre-market,alpha_vantage,3.12,2.85,9.4737,2022-10-14,111.19,4.92,9.93,13.39,4.66,8.78,5.27,4.61,21.68,11.43,10.25,2.52,0.87
JPM,large,Financials,2023-01-13,pre-market,alpha_vantage,3.57,3.1,15.1613,2023-01-13,143.01,3.68,-4.01,-2.71,0.53,0.52,-4.54,-3.23,-0.31,3.6,-3.91,2.11,1.43
JPM,large,Financials,2023-04-14,pre-market,alpha_vantage,4.1,3.41,20.2346,2023-04-14,138.73,8.83,1.3,-0.35,-0.06,0.84,1.36,-1.19,-3.34,-0.21,-3.13,2.79,0.74
JPM,large,Financials,2023-07-14,pre-market,alpha_vantage,4.75,4.0,18.75,2023-07-14,149.77,3.76,3.46,4.77,0.65,1.7,2.81,3.07,3.12,-0.81,3.93,2.66,0.99
JPM,large,Financials,2023-10-13,pre-market,alpha_vantage,4.33,3.96,9.3434,2023-10-13,148.0,2.0,-3.41,-8.32,-2.39,-4.83,-1.02,-3.49,-1.06,2.11,-3.17,3.24,1.42
JPM,large,Financials,2024-01-12,pre-market,alpha_vantage,3.04,3.6,-15.5556,2024-01-12,169.05,-1.87,0.63,2.18,1.42,3.06,-0.79,-0.88,3.99,5.1,-1.11,1.96,1.21
JPM,large,Financials,2024-04-12,pre-market,alpha_vantage,4.44,4.13,7.5061,2024-04-12,182.79,-7.42,1.65,5.85,-3.07,-0.51,4.72,6.36,8.74,1.96,6.78,3.54,1.05
JPM,large,Financials,2024-07-12,pre-market,alpha_vantage,6.12,5.09,20.2358,2024-07-12,204.94,0.07,2.36,3.56,-1.96,-2.78,4.32,6.34,0.42,-4.82,5.24,1.61,1.58
JPM,large,Financials,2024-10-11,pre-market,alpha_vantage,4.37,3.99,9.5238,2024-10-11,222.29,5.24,1.39,0.01,0.86,-0.09,0.53,0.1,6.61,3.21,3.4,2.11,0.64
JPM,large,Financials,2025-01-15,pre-market,alpha_vantage,4.81,4.04,19.0594,2025-01-15,252.35,3.78,5.39,6.29,2.86,2.07,2.53,4.22,9.5,2.86,6.64,1.89,0.58
JPM,large,Financials,2025-04-11,pre-market,alpha_vantage,5.07,4.64,9.2672,2025-04-11,236.2,12.33,-3.05,2.97,-3.76,3.17,0.71,-0.2,10.1,9.19,0.91,1.45,0.44
JPM,large,Financials,2025-07-15,pre-market,alpha_vantage,4.96,4.48,10.7143,2025-07-15,286.55,1.33,1.7,3.66,1.08,2.11,0.62,1.55,2.2,3.3,-1.1,1.29,0.59
JPM,large,Financials,2025-10-14,pre-market,alpha_vantage,5.07,4.87,4.1068,2025-10-14,302.08,-1.82,-1.65,1.09,1.37,3.75,-3.02,-2.66,4.48,3.14,1.34,1.81,1.58
JPM,large,Financials,2026-01-13,pre-market,alpha_vantage,4.63,4.82,-3.9419,2026-01-13,310.9,-7.09,-2.85,-3.26,-1.21,0.24,-1.64,-3.5,-0.03,-0.26,0.23,2.09,1.12
JPM,large,Financials,2026-04-14,pre-market,alpha_vantage,5.94,5.51,7.804,2026-04-14,311.12,4.61,0.6,0.11,1.39,2.48,-0.79,-2.37,-2.01,6.3,-8.31,1.13,0.85
MCRI,small,Consumer,2014-02-26,post-market,yfinance,0.12,0.16,-23.81,2014-02-27,16.954050064086914,2.42,-0.05,-1.79,1.27,-0.34,-1.32,-1.45,-2.52,-0.67,-1.85,1.94,0.7
MCRI,small,Consumer,2014-04-23,post-market,yfinance,0.19,0.26,-26.92,2014-04-24,14.653078079223633,-3.81,-3.71,-6.7,0.27,-0.08,-3.98,-6.62,-6.21,0.94,-7.15,1.29,0.75
MCRI,small,Consumer,2014-07-24,post-market,yfinance,0.22,0.3,-27.48,2014-07-25,11.513769149780273,-8.63,-4.57,-4.65,-2.64,-2.27,-1.93,-2.38,-2.79,0.74,-3.53,1.71,0.72
MCRI,small,Consumer,2014-10-22,post-market,yfinance,0.27,0.21,29.99,2014-10-23,11.9061861038208,11.44,18.05,23.6,2.28,4.22,15.77,19.38,28.46,5.46,23.0,1.34,0.89
MCRI,small,Consumer,2015-02-25,post-market,yfinance,0.22,0.15,48.66,2015-02-26,16.659740447998047,4.18,-2.89,-3.05,-0.44,-2.02,-2.45,-1.03,-2.46,-2.89,0.43,0.87,0.76
MCRI,small,Consumer,2015-04-22,post-market,yfinance,0.23,0.22,6.55,2015-04-23,17.168092727661133,2.45,-4.94,-2.96,-1.28,-1.08,-3.66,-1.88,1.51,1.11,0.4,1.16,0.84
MCRI,small,Consumer,2015-07-22,post-market,yfinance,0.29,0.27,9.7,2015-07-23,18.07777976989746,-2.41,-8.04,-7.75,0.3,-0.87,-8.34,-6.88,-12.43,-2.95,-9.48,1.68,1.39
MCRI,small,Consumer,2015-10-22,post-market,yfinance,0.37,0.28,33.57,2015-10-23,18.71990966796875,16.61,4.53,8.05,0.2,1.22,4.33,6.83,6.77,0.87,5.9,12.0,1.09
MCRI,small,Consumer,2016-02-24,post-market,yfinance,0.29,0.24,22.03,2016-02-25,18.175884246826172,7.49,2.99,-2.55,2.17,2.05,0.82,-4.6,-7.46,3.88,-11.34,1.51,0.8
